rank,queue_bucket,partition_class,y_after_002,y_terminal,post_y_len,cisi,id,site,type,symbol,material,condition,dir,idx_002,prev2_before_002,prev1_before_002,next1_after_y,next2_after_y,text,source_grade,source_grade_label,source_hint_count,best_source_rank,best_source_file,best_status_text,best_source_url,best_local_image,best_sha256,best_note,source_files,queue_reason
270,background_context,other_y_after_002,233,false,1,H-141,1182.1,Harappa,SEAL:R,None,Steatite,Good,R/L,5,003,070,235,<END>,+405-032-900-003-070-002-233-235+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
271,background_context,other_y_after_002,267,false,1,M-10,2539.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Fair,R/L,8,235,806,455,<END>,+405-061-070-032-033-706-235-806-002-267-455+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
272,background_context,other_y_after_002,269,false,3,M-1766,2193.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Poor,R/L,4,845,240,892,810,+740-032-845-240-002-269-892-810-033+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
273,background_context,other_y_after_002,305,false,2,H-272,1296.1,Harappa,SEAL:S,Bull1,Steatite,Poor,R/L,4,017,240,032,904,+740-585-017-240-002-305-032-904+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
274,background_context,other_y_after_002,365,false,2,M-1532,3782.1,Mohenjo-daro,TAB:C,Othr,Copper,Poor,R/L,2,407,004,460,495,+407-004-002-365-460-495+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
275,background_context,other_y_after_002,455,false,2,H-1671,513.1,Harappa,SEAL:S,Bull1:S,NA,Good,R/L,2,740,061,420,032,+740-061-002-455-420-032+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
276,background_context,other_y_after_002,504,false,1,M-52,2580.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,7,235,803,717,<END>,+740-904-032-220-415-235-803-002-504-717+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
277,background_context,other_y_after_002,595,false,3,H-130,1171.1,Harappa,SEAL:R,None,NA,Fair,R/L,7,231,806,812,125,+409-032-845-033-705-231-806-002-595-812-125-717+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
278,background_context,other_y_after_002,610,false,2,H-74,1132.1,Harappa,SEAL:S,Bull1:J,Steatite,Fair,R/L,0,<START>,<START>,125,032,+002-610-125-032+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
279,background_context,other_y_after_002,610,false,2,M-1665,2473.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Fair,R/L,5,233,240,125,032,+520-033-705-233-240-002-610-125-032+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
280,background_context,other_y_after_002,690,false,1,H-1657,1020.1,Harappa,SEAL:S,Bull1:W,Steatite,Good,R/L,10,220,032,921,<END>,+740-405-590-032-900-003-806-235-220-032-002-690-921+,1,source_hint_only,3,0,campaign_032_002_tail_source_queue.csv,,,,,,campaign_032_002_tail_source_queue.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
281,background_context,other_y_after_002,693,true,0,M-57,2585.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,4,231,798,<END>,<END>,+226-032-231-798-002-693+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
282,background_context,other_y_after_002,768,true,0,M-1759,2375.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Good,R/L,3,032,840,<END>,<END>,+740-032-840-002-768+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
283,background_context,other_y_after_002,840,false,1,M-1791,2290.1,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Good,R/L,3,760,268,032,<END>,+740-760-268-002-840-032+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
284,background_context,other_y_after_002,850,false,1,M-325,2843.1,Mohenjo-daro,SEAL:S,Bull1:L,Steatite,Good,R/L,2,241,803,493,<END>,+241-803-002-850-493+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
285,background_context,other_y_after_002,850,false,1,M-325,2843.2,Mohenjo-daro,SEAL:S,Bull1:L,Steatite,Good,R/L,2,241,803,491,<END>,+241-803-002-850-491+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
286,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-1930,771.2,Harappa,TAB:B,Gavi,Faience,Fair,R/L,3,817,920,<END>,<END>,+408-817-920-002-861+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
287,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-1942,409.2,Harappa,TAB:B,Bult,Faience,Good,R/L,2,405,035,<END>,<END>,+405-035-002-861+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
288,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-2022,594.2,Harappa,TAB:B,Phyt,Clay,Fair,R/L,3,752,175,<END>,<END>,+740-752-175-002-861+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
289,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,H-2094,476.2,Harappa,TAB:I,None,Steatite,Fair,R/L,0,<START>,<START>,416,<END>,+002-861-416+,1,source_hint_only,3,5,lipi_frame700_034_source_acquisition_manifest.csv,no_public_lead_source_required | source_acquisition_only_source_images_not_validated,,,,"Request source-grade images/plates for all catalog rows of H-2094. Metadata source hooks: H2001-5134; Figure 47.02. Packet rows to verify: 476.1 +700-034+. All local rows to reconcile: 476.1 +700-034+; 476.2 +002-861-416+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.",effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
290,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1152,3513.1,Mohenjo-daro,SEAL:S,Elep,Steatite,Good,R/L,4,840,235,<END>,<END>,+740-032-840-235-002-861+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
291,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,4,M-1661,2342.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,3,070,219,032,520,+520-070-219-002-861-032-520-919-140+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
292,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1755,2323.1,Mohenjo-daro,SEAL:S,Bull1:L,Steatite,Fair,R/L,2,740,176,<END>,<END>,+740-176-002-861+,1,source_hint_only,3,30,campaign_032_002_861_bare_edge_source_controls_rows.csv,route_pending_panel_or_cisi_3_1,,,,,campaign_032_002_861_bare_edge_source_controls_rows.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
293,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1880,2179.1,Mohenjo-daro,SEAL:S,Gaur,Steatite,Poor,R/L,2,151,176,<END>,<END>,+151-176-002-861+,1,source_hint_only,3,30,campaign_032_002_861_bare_edge_source_controls_rows.csv,route_pending_panel_or_cisi_3_1,,,,,campaign_032_002_861_bare_edge_source_controls_rows.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
294,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1954,2422.1,Mohenjo-daro,SEAL:R,None,Steatite,Fair,R/L,10,415,798,<END>,<END>,+740-407-590-031-752-033-705-220-415-798-002-861+,1,source_hint_only,3,0,campaign_032_002_861_533717_source_controls_pending.csv,,,,,,campaign_032_002_861_533717_source_controls_pending.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
295,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1973,4010.1,Mohenjo-daro,SEAL:R,None,NA,Fair,R/L,5,233,550,<END>,<END>,+740-575-017-233-550-002-861+,1,source_hint_only,3,0,campaign_032_002_861_533717_source_controls_pending.csv,,,,,,campaign_032_002_861_533717_source_controls_pending.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
296,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-2060,2165.2,Mohenjo-daro,POT:T:g,None,Clay,Good,L/R,2,740,176,<END>,<END>,+740-176-002-861+,1,source_hint_only,3,30,campaign_032_002_861_bare_edge_source_controls_rows.csv,route_pending_panel_or_cisi_3_1,,,,,campaign_032_002_861_bare_edge_source_controls_rows.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
297,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-453,2938.1,Mohenjo-daro,TAB:B,Scene,Faience,Fair,R/L,4,840,220,<END>,<END>,+740-032-840-220-002-861+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
298,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,M-677,3115.1,Mohenjo-daro,SEAL:S,Bull1:L,NA,Fair,R/L,8,231,242,901,<END>,+740-923-070-032-033-706-231-242-002-861-901+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
299,background_context,other_y_after_002,862,false,1,H-1033,293.1,Harappa,SEAL:S,Bull1:W,Steatite,Poor,R/L,3,500,520,032,<END>,+220-500-520-002-862-032+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
300,background_context,other_y_after_002,920,false,1,H-2016,370.1,Harappa,TAB:B,None,Clay,Fair,R/L,5,740,176,491,<END>,+317-740-335-740-176-002-920-491+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
301,background_context,other_y_after_002,033,false,1,M-1155,3516.1,Mohenjo-daro,SEAL:S,Elep,Steatite,Good,R/L,3,760,335,705,<END>,+740-760-335-002-033-705+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
