id,cisi,site,region,type,material,shape,symbol,cult,condition,complete,dir,class,text,text_dedup_key,strict_complete_closed,idx_002,prev1_before_002,prev2_before_002,y_after_002,next1_after_y,next2_after_y,post_y_len,y_terminal,continuation_class,context_scope
3682.1,M-1386,Mohenjo-daro,Lower Indus,TAB:B,Clay,-,-,-,Poor,N,R/L,??,]000-000-335-235-002-031-480[,000 000 335 235 002 031 480,false,4,235,335,031,480,<END>,1,false,one_token_continuation,other_after_002
3685.1,M-1391,Mohenjo-daro,Lower Indus,TAG:O,Clay,square,Bull1,SAN,Poor,N,R/L,??,+000-000-000-798-002-817-032-320+,000 000 000 798 002 817 032 320,false,4,798,000,817,032,320,2,false,continues_with_later_032,other_after_002
3707.1,M-1420,Mohenjo-daro,Lower Indus,TAB:B,Faience,-,None,None,Poor,?,R/L,UC,]838-002-817+,838 002 817,false,1,838,<START>,817,<END>,<END>,0,true,terminal,other_after_002
3711.1,M-1426,Mohenjo-daro,Lower Indus,TAB:B,Clay,prism,None,None,Fair,Y,R/L,LP,+740-760-036-220-415-798-002-861+,740 760 036 220 415 798 002 861,true,6,798,415,861,<END>,<END>,0,true,terminal,other_after_002
3712.1,M-1427,Mohenjo-daro,Lower Indus,TAG:O,Clay,-,Bull1,None,Fair,Y,R/L,LC,+484-140-002-220-627-615-906-388+,484 140 002 220 627 615 906 388,true,2,140,484,220,627,615,4,false,multi_token_continuation,other_after_002
3782.1,M-1532,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Othr,None,Poor ,Y,R/L,IM,+407-004-002-365-460-495+,407 004 002 365 460 495,true,2,004,407,365,460,495,2,false,multi_token_continuation,other_after_002
3825.1,M-1631,Mohenjo-daro,Lower Indus,BNGL,Stoneware,-,None,None,Poor,Y,-,SC,+002-790-290-741+,002 790 290 741,true,0,<START>,<START>,790,290,741,2,false,multi_token_continuation,other_after_002
3844.2,M-1658,Mohenjo-daro,Lower Indus,MISC,-,-,None,None,Poor,N,R/L,??,+000-016-002-861+,000 016 002 861,false,2,016,000,861,<END>,<END>,0,true,terminal,other_after_002
3853.1,Ns-5,Nausharo,Lower Indus,SEAL:S,Steatite,square,Bull1:J,HBF,Fair,Y,R/L,SP,+090-740-220-016-002-820+,090 740 220 016 002 820,true,4,016,220,820,<END>,<END>,0,true,terminal,other_after_002
3855.1,Ns-7,Nausharo,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Fair,Y,R/L,IM,+390-003-002-820+,390 003 002 820,true,2,003,390,820,<END>,<END>,0,true,terminal,other_after_002
3857.1,Ns-9,Nausharo,Lower Indus,SEAL:S,Steatite,square,Comp,None,Poor,Y,BUS,2L,+740-142-067/002-374-310-350-495-834+,740 142 067 002 374 310 350 495 834,false,3,067,142,374,310,350,4,false,multi_token_continuation,other_after_002
3875.1,Sktd-1,Surkotada,Gujarat/Kutch,SEAL:S,-,square,Bull1,RAN,Poor,Y,R/L,IM,+390-004-002-390-125-820+,390 004 002 390 125 820,true,2,004,390,390,125,820,2,false,multi_token_continuation,other_after_002
3882.1,-,Susa,Iranian Plateau,SEAL:CY,-,cylindrical,Gaur,Trough,Poor,Y,R/L,LC,+416-150-002-055-031-319-001-924+,416 150 002 055 031 319 001 924,true,2,150,416,055,031,319,4,false,multi_token_continuation,other_after_002
3884.1,-,Tell Umma,Mesopotamia,TAG:L,Clay,-,Bull1,SAN,Fair,Y,R/L,IM,+390-004-002-705-127+,390 004 002 705 127,true,2,004,390,705,127,<END>,1,false,one_token_continuation,other_after_002
3886.1,TY-106,Tepe Yahya,Iranian Plateau,POT:T:s,Clay,-,None,None,Poor,N,-,??,+002-095-000[,002 095 000,false,0,<START>,<START>,095,000,<END>,1,false,one_token_continuation,other_after_002
3892.1,?-3,Unknown,Other,SEAL:S,-,square,None,None,Poor,Y,R/L,SC,+002-368-590-900+,002 368 590 900,true,0,<START>,<START>,368,590,900,2,false,multi_token_continuation,other_after_002
3894.1,?-5,Unknown,Other,TAB:B,-,rectangular,None,None,Poor,Y,R/L,SP,+555-233-002-820+,555 233 002 820,true,2,233,555,820,<END>,<END>,0,true,terminal,other_after_002
3895.1,?-6,Unknown,Other,TAB:B,-,rectangular,None,None,Poor,Y,R/L,SP,+740-702-061-002-817+,740 702 061 002 817,true,3,061,702,817,<END>,<END>,0,true,terminal,other_after_002
3896.1,-,Unknown,Other,SEAL:S,-,square,Bull1:W,SAF,Good,Y,R/L,SP,+740-222-235-002-820+,740 222 235 002 820,true,3,235,222,820,<END>,<END>,0,true,terminal,other_after_002
3898.1,-,Ur,Mesopotamia,SEAL:C,-,circular,Gaur,None,Fair,Y,R/L,LC,+002-004-328-001-803-415+,002 004 328 001 803 415,true,0,<START>,<START>,004,328,001,4,false,multi_token_continuation,other_after_002
3908.1,M-1670,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:II,SAN,Good,Y,R/L,LP,+740-760-001-233-002-861+,740 760 001 233 002 861,true,4,233,001,861,<END>,<END>,0,true,terminal,other_after_002
3909.1,M-1698,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:W,SAF,Good,Y,R/L,LP,+740-482-033-705-002-861-803+,740 482 033 705 002 861 803,true,4,705,033,861,803,<END>,1,false,one_token_continuation,other_after_002
3922.1,H-1037,Harappa,Inter-Riverine,SEAL:S,Steatite,square,Bull1:U,SAN,Fair,N,R/L,??,+740-904-032-002-000+,740 904 032 002 000,false,3,032,904,000,<END>,<END>,0,true,terminal,after_032
3925.1,H-1048,Harappa,Inter-Riverine,SEAL:S,-,square,Bull1:W,SAF,Poor,Y,R/L,LP,+740-032-840-235-002-817+,740 032 840 235 002 817,true,4,235,840,817,<END>,<END>,0,true,terminal,other_after_002
3926.1,H-1049,Harappa,Inter-Riverine,SEAL:S,-,square,Bull1:W,SAN,Fair,Y,R/L,IM,+405-004-002-933+,405 004 002 933,true,2,004,405,933,<END>,<END>,0,true,terminal,other_after_002
3930.1,H-1076,Harappa,Inter-Riverine,SEAL:R,-,rectangular,None,None,Good,Y,R/L,SP,+740-611-706-002-820+,740 611 706 002 820,true,3,706,611,820,<END>,<END>,0,true,terminal,other_after_002
3931.1,H-1079,Harappa,Inter-Riverine,SEAL:R,-,rectangular-notched,None,None,Fair,N,R/L,??,+740-390-590-002-000[,740 390 590 002 000,false,3,590,390,000,<END>,<END>,0,true,terminal,other_after_002
3948.1,H-2571,Harappa,Inter-Riverine,MISC,Stone,-,-,-,Fair,N,R/L,??,+002-000+,002 000,false,0,<START>,<START>,000,<END>,<END>,0,true,terminal,other_after_002
3959.1,H-1100,Harappa,Inter-Riverine,TAB:B,-,rectangular,Bull2,SAN,Fair,Y,R/L,SP,+740-904-240-002-817+,740 904 240 002 817,true,3,240,904,817,<END>,<END>,0,true,terminal,other_after_002
3970.1,H-1130,Harappa,Inter-Riverine,TAB:B,-,rectangular-round,None,None,Poor,Y,R/L,SP,+740-482-240-002-861+,740 482 240 002 861,true,3,240,482,861,<END>,<END>,0,true,terminal,other_after_002
3971.1,H-1131,Harappa,Inter-Riverine,TAB:B,-,twisted rectangular,None,None,Poor,Y,R/L,SP,+740-482-240-002-861+,740 482 240 002 861,true,3,240,482,861,<END>,<END>,0,true,terminal,other_after_002
3986.1,M-1754,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1,SAN,Poor,N,R/L,??,+000-000-002-820+,000 000 002 820,false,2,000,000,820,<END>,<END>,0,true,terminal,other_after_002
3989.1,M-1788,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:I,RAN,Fair,N,R/L,??,+000-220-032-002-817+,000 220 032 002 817,false,3,032,220,817,<END>,<END>,0,true,terminal,after_032
3990.1,M-1806,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:S,SAN,Fair,Y,R/L,IM,+390-003-002-820+,390 003 002 820,true,2,003,390,820,<END>,<END>,0,true,terminal,other_after_002
3991.1,M-1823,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:S,RAN,Good,Y,R/L,IM,+390-004-002-031-376+,390 004 002 031 376,true,2,004,390,031,376,<END>,1,false,one_token_continuation,other_after_002
3992.1,M-1825,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1,S,Fair,Y,R/L,SC,+157-031-002-390-705+,157 031 002 390 705,true,2,031,157,390,705,<END>,1,false,one_token_continuation,other_after_002
4001.1,M-1894,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Zebu,None,Fair,Y,R/L,LP,+740-440-233-002-413-368-031+,740 440 233 002 413 368 031,true,3,233,440,413,368,031,2,false,multi_token_continuation,other_after_002
4002.1,M-1909,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Rhin,None,Fair,Y,R/L,SC,+368-005-002-590-455+,368 005 002 590 455,true,2,005,368,590,455,<END>,1,false,one_token_continuation,other_after_002
4006.1,M-1959,Mohenjo-daro,Lower Indus,SEAL:R,-,rectangular,None,None,Poor,N,R/L,??,+740-100-000-002-820+,740 100 000 002 820,false,3,000,100,820,<END>,<END>,0,true,terminal,other_after_002
4010.1,M-1973,Mohenjo-daro,Lower Indus,SEAL:R,-,rectangular,None,None,Fair,Y,R/L,LP,+740-575-017-233-550-002-861+,740 575 017 233 550 002 861,true,5,550,233,861,<END>,<END>,0,true,terminal,other_after_002
4015.1,M-2012,Mohenjo-daro,Lower Indus,TAB:B,-,circular,Bull1,SAN,Fair,Y,R/L,IT,+740-900-005-002-570+,740 900 005 002 570,true,3,005,900,570,<END>,<END>,0,true,terminal,other_after_002
4018.1,M-1995,Mohenjo-daro,Lower Indus,SEAL,metal,-,None,None,Poor,N,R/L,??,]000-220-832-002-000-000[,000 220 832 002 000 000,false,3,832,220,000,000,<END>,1,false,one_token_continuation,other_after_002
4030.1,M-2055,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,None,None,Good,Y,R/L,SC,+002-407-125-590-831+,002 407 125 590 831,true,0,<START>,<START>,407,125,590,3,false,multi_token_continuation,other_after_002
4034.1,M-2087,Mohenjo-daro,Lower Indus,ROD,Ivory,-,None,None,Poor,N,R/L,??,+820-000-032-740-904-002-861+,820 000 032 740 904 002 861,false,5,904,740,861,<END>,<END>,0,true,terminal,other_after_002
4045.1,M-2112,Mohenjo-daro,Lower Indus,ROD,Ivory,-,None,None,Poor,N,R/L,??,+000-000-095-550-003-002-000+,000 000 095 550 003 002 000,false,5,003,550,000,<END>,<END>,0,true,terminal,other_after_002
4047.1,M-2128,Mohenjo-daro,Lower Indus,IMPL,Gold,-,None,None,Poor,Y,R/L,SC,+041-705-002-905+,041 705 002 905,true,2,705,041,905,<END>,<END>,0,true,terminal,other_after_002
4122.1,H-1449,Harappa,Inter-Riverine,POT:T:g,Clay,-,-,None,Poor,?,R/L,UC,]002-861+,002 861,false,0,<START>,<START>,861,<END>,<END>,0,true,terminal,other_after_002
4148.1,-,Rakhigarhi,Eastern Headwaters,SEAL:S,-,-,Bull1,-,Fair,N,R/L,??,+740-690-435-255-002-267-000-033+,740 690 435 255 002 267 000 033,false,4,255,435,267,000,033,2,false,multi_token_continuation,other_after_002
4154.1,-,Rakhigarhi,Eastern Headwaters,SEAL:S,Steatite,-,Bull1,-,Fair,?,R/L,UC,]240-803-002-861+,240 803 002 861,false,2,803,240,861,<END>,<END>,0,true,terminal,other_after_002
4155.1,-,Gonur Depe,Central Asia,SEAL:S,Steatite,square,Elep,None,Good,Y,R/L,LP,+740-390-590-125-220-235-002-285+,740 390 590 125 220 235 002 285,true,6,235,220,285,<END>,<END>,0,true,terminal,other_after_002
4156.1,-,Dholavira,Gujarat/Kutch,TAG,Clay,-,Bull1,?AN,Poor,N,R/L,??,+520-000-002-820+,520 000 002 820,false,2,000,520,820,<END>,<END>,0,true,terminal,other_after_002
4156.2,-,Dholavira,Gujarat/Kutch,TAG,Clay,-,Bull1,?AN,Poor,N,R/L,??,+000-000-002-820+,000 000 002 820,false,2,000,000,820,<END>,<END>,0,true,terminal,other_after_002
4164.1,-,Dholavira,Gujarat/Kutch,SEAL:R,Steatite,rectangular,None,None,Fair,Y,L/R,SC,+423-003-001-423-002-031-104+,423 003 001 423 002 031 104,true,4,423,001,031,104,<END>,1,false,one_token_continuation,other_after_002
4168.1,-,Dholavira,Gujarat/Kutch,SEAL:R,-,rectangular,None,None,Fair,N,R/L,??,+840-527-002-000+,840 527 002 000,false,2,527,840,000,<END>,<END>,0,true,terminal,other_after_002
4173.1,-,Salut,Persian Gulf,SEAL:S,-,square,Gaur,Trough,Fair,Y,R/L,IT,+392-004-002-278-595+,392 004 002 278 595,true,2,004,392,278,595,<END>,1,false,one_token_continuation,other_after_002
4182.1,-,Dholavira,Gujarat/Kutch,SEAL:S,-,-,Bull1,-,Fair,Y,R/L,LP,+740-390-590-231-002-705-530-904+,740 390 590 231 002 705 530 904,true,4,231,590,705,530,904,2,false,multi_token_continuation,other_after_002
4195.1,-,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:V,HAN,Good,Y,R/L,SP,+820-390-590-002-861+,820 390 590 002 861,true,3,590,390,861,<END>,<END>,0,true,terminal,other_after_002
4196.1,-,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:J,SAN,Poor,Y,R/L,SC,+391-002-365-550+,391 002 365 550,true,1,391,<START>,365,550,<END>,1,false,one_token_continuation,other_after_002
4197.1,-,Dholavira,Gujarat/Kutch,SEAL:R,-,rectangular,None,None,Good,N,R/L,??,+001-000-000-832-904-002-817+,001 000 000 832 904 002 817,false,5,904,832,817,<END>,<END>,0,true,terminal,other_after_002
4200.1,-,Dholavira,Gujarat/Kutch,TAB:I,-,rectangular,None,None,Fair,?,R/L,UC,+575-031-002-226-231[,575 031 002 226 231,false,2,031,575,226,231,<END>,1,false,one_token_continuation,other_after_002
4203.1,-,Dholavira,Gujarat/Kutch,SEAL:S,-,square,Bull1:I,RAF,Fair,Y,R/L,2L,+463-513/390-017-002-463-575+,463 513 390 017 002 463 575,false,4,017,390,463,575,<END>,1,false,one_token_continuation,other_after_002
4209.1,-,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Gaur,Trough,Fair,Y,R/L,SC,+740-384-002-629-279+,740 384 002 629 279,true,2,384,740,629,279,<END>,1,false,one_token_continuation,other_after_002
4211.1,-,Dholavira,Gujarat/Kutch,SEAL,-,-,-,-,Poor,Y,R/L,SP,+740-100-235-002-817+,740 100 235 002 817,true,3,235,100,817,<END>,<END>,0,true,terminal,other_after_002
4234.1,-,Dholavira,Gujarat/Kutch,SEAL:S,-,-,Bull1,-,Poor,N,R/L,??,]000-000-002-820+,000 000 002 820,false,2,000,000,820,<END>,<END>,0,true,terminal,other_after_002
4237.1,-,Dholavira,Gujarat/Kutch,SEAL:S,-,square,Bull1:I,RB,Fair,Y,R/L,SC,+151-032-388-002-390-705+,151 032 388 002 390 705,true,3,388,032,390,705,<END>,1,false,one_token_continuation,other_after_002
4244.1,-,Dholavira,Gujarat/Kutch,MISC,Steatite,-,-,-,Poor,Y,R/L,IM,+033-705-233-235-002-457+,033 705 233 235 002 457,true,4,235,233,457,<END>,<END>,0,true,terminal,other_after_002
4252.1,-,Dholavira,Gujarat/Kutch,SEAL:S,-,square,Bull1:V,-,Fair,N,R/L,??,+740-760-175-002-000[,740 760 175 002 000,false,3,175,760,000,<END>,<END>,0,true,terminal,other_after_002
4260.1,-,Dholavira,Gujarat/Kutch,SEAL:R,-,rectangular,None,None,Fair,Y,R/L,IM,+390-016-002-861+,390 016 002 861,true,2,016,390,861,<END>,<END>,0,true,terminal,other_after_002
4270.1,-,Dholavira,Gujarat/Kutch,SEAL:R,-,rectangular,None,None,Poor,?,R/L,UC,]806-002-808+,806 002 808,false,1,806,<START>,808,<END>,<END>,0,true,terminal,other_after_002
4272.1,-,Dholavira,Gujarat/Kutch,SEAL:R,Steatite,cuboid-convex,None,None,Good,Y,R/L,SP,+405-016-002-861+,405 016 002 861,true,2,016,405,861,<END>,<END>,0,true,terminal,other_after_002
4277.1,-,Dholavira,Gujarat/Kutch,SEAL:R,-,rectangular,None,None,Poor,Y,R/L,SC,+740-067-900-002-003+,740 067 900 002 003,true,3,900,067,003,<END>,<END>,0,true,terminal,other_after_002
4298.1,-,Dholavira,Gujarat/Kutch,TAG,-,-,-,-,Poor,N,R/L,??,]220-000-002-000[,220 000 002 000,false,2,000,220,000,<END>,<END>,0,true,terminal,other_after_002
4302.1,-,Dholavira,Gujarat/Kutch,TAB:B,Terracotta,cuboid-convex,Scene,None,Good,Y,R/L,SP,+740-519-002-900-630+,740 519 002 900 630,true,2,519,740,900,630,<END>,1,false,one_token_continuation,other_after_002
4303.1,-,Dholavira,Gujarat/Kutch,TAG,-,square,Bull1,-,Poor,?,R/L,UC,]706-002-850+,706 002 850,false,1,706,<START>,850,<END>,<END>,0,true,terminal,other_after_002
4310.1,-,Dholavira,Gujarat/Kutch,TAG,terracotta,-,-,-,Fair,?,R/L,UC,]002-817[,002 817,false,0,<START>,<START>,817,<END>,<END>,0,true,terminal,other_after_002
4314.1,-,Dholavira,Gujarat/Kutch,TAG,-,-,Bull1,RAN,Poor,N,R/L,??,+520-000-002-820+,520 000 002 820,false,2,000,520,820,<END>,<END>,0,true,terminal,other_after_002
4314.2,-,Dholavira,Gujarat/Kutch,TAG,-,-,Bull1,RAN,Poor,N,R/L,??,+520-000-002-000+,520 000 002 000,false,2,000,520,000,<END>,<END>,0,true,terminal,other_after_002
4344.1,-,Dholavira,Gujarat/Kutch,TAG,Clay,-,-,-,Fair,N,R/L,??,]240-002-031-000[,240 002 031 000,false,1,240,<START>,031,000,<END>,1,false,one_token_continuation,other_after_002
4345.1,-,Dholavira,Gujarat/Kutch,TAG,Clay,square,Bull1,-,Fair,N,R/L,??,+000-705-002-861+,000 705 002 861,false,2,705,000,861,<END>,<END>,0,true,terminal,other_after_002
4346.1,-,Dholavira,Gujarat/Kutch,TAG,Clay,-,Bull1,-,Poor,N,R/L,??,]000-032-840-002-000+,000 032 840 002 000,false,3,840,032,000,<END>,<END>,0,true,terminal,other_after_002
4348.1,-,Dholavira,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,N,R/L,??,]740-142-000-002-861-390[,740 142 000 002 861 390,false,3,000,142,861,390,<END>,1,false,one_token_continuation,other_after_002
4580.1,H-1155,Harappa,Inter-Riverine,TAB:B,-,cylindrical,Bull1:I,None,Fair,Y,R/L,SP,+520-240-002-405-501+,520 240 002 405 501,true,2,240,520,405,501,<END>,1,false,one_token_continuation,other_after_002
4894.1,Ns-56,Nausharo,Lower Indus,SEAL:S,Steatite,square,Bull1:I,None,Poor,Y,R/L,SC,+111-002-001-250+,111 002 001 250,true,1,111,<START>,001,250,<END>,1,false,one_token_continuation,other_after_002
5226.1,-,Unknown,Other,SEAL:C,-,circular,Bird,Othr,poor,N,-,??,+002/000-090-725-000+,002 000 090 725 000,false,0,<START>,<START>,000,090,725,3,false,multi_token_continuation,other_after_002
5235.1,-,Lakhanjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Fair,Y,R/L,LP,+740-032-029-002-281+,740 032 029 002 281,true,3,029,032,281,<END>,<END>,0,true,terminal,other_after_002
5260.1,L-6,Lothal,Gujarat/Kutch,SEAL:S,Ivory,square,Bull1,SAN,Poor,N,R/L,??,+000-000-000-002-000+,000 000 000 002 000,false,3,000,000,000,<END>,<END>,0,true,terminal,other_after_002
5262.1,H-470,Harappa,Inter-Riverine,SEAL:S,-,-,Bull1:W,RAN,Poor,N,-,??,]002-000[,002 000,false,0,<START>,<START>,000,<END>,<END>,0,true,terminal,other_after_002
5273.1,K-145,Kalibangan,Inter-Riverine,SEAL:S,-,square,Bull1:J,SAF,Good,Y,R/L,LP,+740-585-231-220-032-002-820+,740 585 231 220 032 002 820,true,5,032,220,820,<END>,<END>,0,true,terminal,after_032
5274.1,K-146,Kalibangan,Inter-Riverine,SEAL:S,-,-,Bull1:J,-,Fair,N,R/L,??,]460-350-002-296-000[,460 350 002 296 000,false,2,350,460,296,000,<END>,1,false,one_token_continuation,other_after_002
5281.1,K-156,Kalibangan,Inter-Riverine,TAG,Terracotta,rectangular,Bull1,-,Fair,Y,R/L,LC,+892-890-417-002-056-091+,892 890 417 002 056 091,true,3,417,890,056,091,<END>,1,false,one_token_continuation,other_after_002
5282.1,K-155,Kalibangan,Inter-Riverine,TAG,Terracotta,-,Bull1,-,Poor,N,R/L,??,]002-817-000+,002 817 000,false,0,<START>,<START>,817,000,<END>,1,false,one_token_continuation,other_after_002
5283.1,K-157,Kalibangan,Inter-Riverine,TAB:B,Terracotta,rectangular-round,Gavi,None,Poor,N,R/L,??,+740-000-000-002-820+,740 000 000 002 820,false,3,000,000,820,<END>,<END>,0,true,terminal,other_after_002
5331.1,K-416,Kalibangan,Inter-Riverine,POT:T:g,Clay,-,-,-,Poor,N,-,??,]000-002-861[,000 002 861,false,1,000,<START>,861,<END>,<END>,0,true,terminal,other_after_002
5334.1,K-419,Kalibangan,Inter-Riverine,POT:T:g,Clay,-,-,-,Fair,N,R/L,??,]740-912-002-000[,740 912 002 000,false,2,912,740,000,<END>,<END>,0,true,terminal,other_after_002
5343.1,K-429,Kalibangan,Inter-Riverine,POT:T:g,Clay,-,-,-,Fair,?,L/R,UC,]002-031-820[,002 031 820,false,0,<START>,<START>,031,820,<END>,1,false,one_token_continuation,other_after_002
5344.1,K-431,Kalibangan,Inter-Riverine,POT:T:g,Clay,-,-,-,Poor,N,R/L,??,]000-000-406-002-820+,000 000 406 002 820,false,3,406,000,820,<END>,<END>,0,true,terminal,other_after_002
5356.1,Ns-54,Nausharo,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAF,Fair,Y,R/L,SP,+740-222-002-817+,740 222 002 817,true,2,222,740,817,<END>,<END>,0,true,terminal,other_after_002
5357.1,Ns-55,Nausharo,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RBN,Good,Y,R/L,IT,+526-554-002-880+,526 554 002 880,true,2,554,526,880,<END>,<END>,0,true,terminal,other_after_002
5358.1,Ns-57,Nausharo,Lower Indus,SEAL:S,Steatite,square,Bull1:I,HBF,Fair,Y,R/L,IC,+861-111-606-002-820+,861 111 606 002 820,true,3,606,111,820,<END>,<END>,0,true,terminal,other_after_002
5361.1,Ns-60,Nausharo,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Fine,Y,R/L,LP,+407-063-740-176-236-798-002-297-350-125-413+,407 063 740 176 236 798 002 297 350 125 413,true,6,798,236,297,350,125,3,false,multi_token_continuation,other_after_002
5367.1,Ns-66,Nausharo,Lower Indus,POT:T:g,Clay,-,None,None,Fair,N,R/L,??,+033-999-400-090-740-100-000-002-892-000-002+,033 999 400 090 740 100 000 002 892 000 002,false,7,000,100,892,000,002,2,false,continues_with_later_002,other_after_002
5368.1,Ns-67,Nausharo,Lower Indus,POT:T:g,Clay,-,-,-,Poor,N,-,??,+000-151-390-000-002-000-000[,000 151 390 000 002 000 000,false,4,000,390,000,000,<END>,1,false,one_token_continuation,other_after_002
5420.1,-,Kanmer,Gujarat/Kutch,TAG,Clay,circular,None,None,Fair,N,R/L,??,]000-049-002-820+,000 049 002 820,false,2,049,000,820,<END>,<END>,0,true,terminal,other_after_002
5464.1,-,Unknown,Other,SEAL:S,-,square,Elep,None,Fair,N,R/L,??,+000-840-140-002-817+,000 840 140 002 817,false,3,140,840,817,<END>,<END>,0,true,terminal,other_after_002
5468.1,-,Rakhigarhi,Eastern Headwaters,SEAL:CY,-,cylindrical,Gavi,None,Poor,N,R/L,??,+361-002-000-317-688+,361 002 000 317 688,false,1,361,<START>,000,317,688,2,false,multi_token_continuation,other_after_002
5541.1,-,Shikarpur,Gujarat/Kutch,POT:T:p,Clay,-,-,-,Fair,N,R/L,??,+002-861-000[,002 861 000,false,0,<START>,<START>,861,000,<END>,1,false,one_token_continuation,other_after_002
5550.1,-,Shikarpur,Gujarat/Kutch,POT:T:p,Ceramic,-,-,-,Poor,?,R/L,UC,]002-920+,002 920,false,0,<START>,<START>,920,<END>,<END>,0,true,terminal,other_after_002
5572.1,-,Unknown,Other,SEAL:S,-,sqaure,Bull:i:J,RBF,Poor,Y,R/L,SC,+136-002-298-741+,136 002 298 741,true,1,136,<START>,298,741,<END>,1,false,one_token_continuation,other_after_002
5575.1,-,Unknown,Other,SEAL:S,-,square,Bull:i:J,HBF,Fair,Y,R/L,IT,+136-002-861+,136 002 861,true,1,136,<START>,861,<END>,<END>,0,true,terminal,other_after_002
5576.1,-,Unknown,Other,SEAL:S,-,square,Tigr,Trough,Good,Y,R/L,IC,+368-415-104-002-824+,368 415 104 002 824,true,3,104,415,824,<END>,<END>,0,true,terminal,other_after_002
5579.1,-,Dholavira,Gujarat/Kutch,SEAL:R,Steatite,cuboid-convex,None,None,Good,?,R/L,UC,]231-226-002-031-575+,231 226 002 031 575,false,2,226,231,031,575,<END>,1,false,one_token_continuation,other_after_002
