edge,text_families,terminal_families,terminal_share,sites,types,examples
154-896,1,1,1,1,1,+400-154-896+
155-005,1,1,1,1,1,+155-005+
155-390,1,1,1,1,1,+390-004-155-390+
156-004,1,1,1,1,1,+156-004+
156-005,1,1,1,1,1,+156-005+
156-019,1,1,1,1,1,+156-019+
156-118,1,1,1,1,1,+400-156-118+
156-230,1,1,1,1,1,+156-230+
156-389,1,1,1,1,1,+156-389+
156-803,1,1,1,1,1,+156-803+
156-843,1,1,1,1,1,+156-843+
156-920,1,1,1,1,1,+740-100-140-003-002-156-920+
157-142,1,1,1,1,1,+157-142+
158-032,1,1,1,1,1,+158-032+
158-221,1,1,1,1,1,+158-221+
158-592,1,1,1,1,1,+400-158-592+
158-690,1,1,1,1,1,+400-158-690+
159-057,1,1,1,1,1,+159-057+
159-877,1,1,1,1,2,+400-159-877+
160-363,1,1,1,1,1,+154-160-363+
161-803,1,1,1,1,1,+161-803+
165-012,1,1,1,1,1,+165-012+
165-309,1,1,1,1,1,+427-003-001-165-309+
167-704,1,1,1,1,1,+167-704+
167-706,1,1,1,2,2,+167-706+
171-142,1,1,1,1,1,+035-171-142+
171-158,1,1,1,1,1,+035-171-158+
171-745,1,1,1,1,1,+031-032-171-745+
172-032,1,1,1,1,1,+520-033-705-002-172-032+
175-132,1,1,1,1,1,+740-100-240-235-741-175-132+
175-480,1,1,1,1,1,+215-175-480+
176-101,1,1,1,1,1,+740-100-176-101+
176-103,1,1,1,1,1,+176-103+
176-140,1,1,1,1,1,+400-740-176-140+
176-175,1,1,1,1,1,+400-740-100-176-175+
176-519,1,1,1,1,1,+400-740-176-519+
176-791,1,1,1,1,1,+400-740-176-791+
177-231,1,1,1,1,1,+740-177-231+
177-519,1,1,1,1,1,+400-740-177-519+
190-751,1,1,1,1,1,+226-415-002-190-751+
192-440,1,1,1,1,1,+521-368-280-192-440+
204-255,1,1,1,1,1,+740-540-204-255+
204-920,1,1,1,1,1,+740-752-001-595-204-920+
220-006,1,1,1,1,1,+520-220-006+
220-017,1,1,1,1,1,+220-017+
220-033,1,1,1,1,1,+220-033+
220-034,1,1,1,1,1,+520-220-034+
220-233,1,1,1,1,1,+220-233+
220-278,1,1,1,1,1,+520-070-220-032-240-838-741-958-220-278+
220-335,1,1,1,1,1,+871-947/400-740-543-350-895-785-220-335+
220-382,1,1,1,1,1,+016-220-382+
220-413,1,1,1,1,1,+440-220-413+
220-428,1,1,1,1,1,+400-220-428+
220-528,1,1,1,1,1,+093-340-924-220-528+
220-530,1,1,1,1,1,+140-220/530+
220-920,1,1,1,1,1,+400-202-892-220-920+
223-575,1,1,1,1,1,+233-226-032-001-223-575+
228-741,1,1,1,1,1,+390-034-002-374-228-741+
231-003,1,1,1,1,1,+740-231-003+
231-850,1,1,1,1,1,+231-850+
232-233,1,1,1,1,1,+740-055-232-233+
232-235,1,1,1,1,1,+400-232-235+
232-416,1,1,1,1,1,+151-097-232-416+
233-003,1,1,1,1,1,+740-100-233-003+
233-645,1,1,1,1,1,+233-645+
233-776,1,1,1,1,1,+233-776+
233-831,1,1,1,1,1,+740-176-233-831+
234-415,1,1,1,1,1,+234-415+
235-033,1,1,1,1,1,+235-033+
235-808,1,1,1,1,1,+520-033-705-233-235-808+
235-853,1,1,1,1,1,+090-740-220-235-853+
236-233,1,1,1,1,1,+400-236-233+
236-803,1,1,1,1,1,+520-033-705-236-803+
241-235,1,1,1,1,1,+241-235+
243-950,1,1,1,1,1,+617-243-950+
250-255,1,1,1,1,1,+250-255+
250-853,1,1,1,1,1,+740-460-510-250-853+
250-892,1,1,1,1,1,+250-892+
251-073,1,1,1,1,1,+004-492-015/600-251-073+
252-326,1,1,1,1,1,+360-268-252-326+
252-530,1,1,1,1,1,+090-740-220-003-741-252-530+
252-575,1,1,1,1,1,+740-760-093-002-252-575+
252-692,1,1,1,1,1,+151-061/156-002-252-692+
252-791,1,1,1,1,1,+450-617-033/740-463-510-741-252-791+
252-840,1,1,1,1,1,+740-205-032-002-252-840+
255-032,1,1,1,1,1,+740-255-032+
255-033,1,1,1,1,1,+255-033+
255-061,1,1,1,1,1,+740-255-061+
255-140,1,1,1,1,1,+690-319/617-255-140+
255-231,1,1,1,1,1,+740-690-435-255-231+
255-233,1,1,1,1,1,+740-690-435-255-233+
255-330,1,1,1,1,1,+255-330+
255-360,1,1,1,1,1,+481-740-255-360+
255-371,1,1,1,1,1,+001-368-861-255-371+
255-416,1,1,1,1,1,+740-100-798-220-032-002-861-255-416+
255-777,1,1,1,1,1,+740-639-240-002-435-255-777+
256-832,1,1,1,1,1,+256-832+
257-360,1,1,1,1,1,+257-360+
257-898,1,1,1,1,1,+520-220-621-415-002-257-898+
267-455,1,1,1,1,1,+405-061-070-032-033-706-235-806-002-267-455+
267-820,1,1,1,1,1,+400-267-820+
269-632,1,1,1,1,1,+565-740-798-235-233-013-269-632+
272-637,1,1,1,1,1,+317-272-637+
277-255,1,1,1,1,1,+244-277-255+
278-061,1,1,1,1,1,+740-365-278-061+
278-595,1,1,1,1,1,+392-004-002-278-595+
285-491,1,1,1,1,1,+440-411-740-335-002-285-491+
285-705,1,1,1,1,1,+285-705+
287-034,1,1,1,1,1,+031-840-140-740-101-002-365-287-034+
287-140,1,1,1,1,1,+740-879-220-415-002-287-140+
290-741,1,1,1,1,1,+002-790-290-741+
293-360,1,1,1,1,1,+405-003-002-293-360+
294-844,1,1,1,1,1,+294-844+
295-502,1,1,1,1,1,+520-175-002-295-502+
297-416,1,1,1,1,1,+740-760-440-002-297-416+
297-630,1,1,1,1,1,+550-740-220-060-297-630+
297-861,1,1,1,1,1,+820-297-861+
297-892,1,1,1,1,1,+855-297-892+
300-632,1,1,1,1,1,+090-740-100-320-001-300-632+
301-190,1,1,1,1,1,+390-844-140-176-803-002-301-190+
301-350,1,1,1,1,1,+740-721-002-301-350+
304-125,1,1,1,1,1,+368-304-125+
308-072,1,1,1,1,1,+236-002-308-072+
308-350,1,1,1,1,1,+374-308-350+
309-350,1,1,1,1,1,+740-390-590-235-002-374-309-350+
311-745,1,1,1,1,1,+031-311-745+
315-032,1,1,1,1,1,+740-760-264-231-742-315-032+
315-233,1,1,1,1,1,+740-760-070-921-315-233+
320-235,1,1,1,1,1,+740-920-320-235+
320-806,1,1,1,1,1,+740-388-900-320-806+
323-316,1,1,1,1,1,+748-530-323-316+
323-690,1,1,1,1,1,+323-690+
330-368,1,1,1,1,1,+151-390-590-741-330-368+
335-003,1,1,1,1,1,+400-740-335-003+
335-803,1,1,1,1,1,+740-760-335-803+
336-827,1,1,1,1,1,+511-630-336-827+
337-176,1,1,1,1,1,+740-337-176+
342-632,1,1,1,1,1,+016-002-595-342-632+
343-615,1,1,1,1,1,+595-343-615+
345-279,1,1,1,1,1,+400-345-279+
346-510,1,1,1,1,1,+255-346-510+
346-706,1,1,1,1,1,+215-001-480-306-813-033-060-413-346-706+
347-061,1,1,1,1,1,+808-347-061+
360-064,1,1,1,1,1,+740-705-171-360-064+
360-832,1,1,1,1,1,+090-740-362-002-360-832+
365-263,1,1,1,1,1,+407-845-140-740-233-240-798-365-263+
365-527,1,1,1,1,1,+365-527+
365-550,1,1,1,1,1,+391-002-365-550+
365-817,1,1,1,1,1,+690-365-817+
365-900,1,1,1,1,1,+365-900+
368-031,1,1,1,1,1,+740-440-233-002-413-368-031+
368-035,1,1,1,1,1,+368-035+
368-055,1,1,1,1,1,+400-368-055+
368-072,1,1,1,1,1,+400-093-368-072+
368-119,1,1,1,1,1,+740-215-002-368-119+
368-165,1,1,1,1,1,+401-002-368-165+
368-351,1,1,1,1,1,+001-368-351+
368-518,1,1,1,1,1,+527-550-803-002-368-518+
368-741,1,1,1,1,1,+400-368-741+
368-767,1,1,1,1,1,+001-368-767+
368-806,1,1,1,1,1,+740-390-590-235-368-806+
368-824,1,1,1,1,1,+740-630-098-368-824+
368-900,1,1,1,1,1,+368-900+
370-455,1,1,1,1,1,+370-455+
370-861,1,1,1,1,1,+240-370-861+
371-031,1,1,1,1,1,+405-371-031+
372-374,1,1,1,1,1,+740-336-176-002-405-372-374+
374-132,1,1,1,1,1,+090-095-741-374-132+
374-575,1,1,1,1,1,+871-740-643/740-798-463-350-002-374-575+
374-840,1,1,1,1,1,+151-390-590-002-374-840+
380-899,1,1,1,1,1,+899-484-380-899+
382-520,1,1,1,1,1,+382-520+
382-878,1,1,1,1,1,+520-382-878+
383-031,1,1,1,1,1,+740-861-383-031+
384-033,1,1,1,1,1,+400-740-384-033+
384-125,1,1,1,1,1,+875-700-384-125+
388-140,1,1,1,1,1,+407-004-001-740-443-388-140+
390-035,1,1,1,1,1,+390-035+
390-072,1,1,1,1,1,+090-740-220-003-002-390-072+
390-231,1,1,1,1,1,+400-090-740-100-390-231+
390-346,1,1,1,1,1,+740-384-002-390-346+
390-370,1,1,1,1,1,+390-370+
390-371,1,1,1,1,1,+390-371+
390-403,1,1,1,1,1,+390-403+
390-406,1,1,1,1,1,+104-892-390-406+
390-458,1,1,1,1,1,+240-741-390-458+
390-632,1,1,1,1,1,+375-400-390-632+
390-692,1,1,1,1,1,+226-032-002-390-692+
390-707,1,1,1,1,1,+236-002-390-707+
390-728,1,1,1,1,1,+740-390-590-240-741-390-728+
390-741,1,1,1,1,1,+368-033-705-031-741-390-741+
390-831,1,1,1,1,1,+368-390-831+
390-871,1,1,1,1,1,+390-871+
392-861,1,1,1,1,1,+392-861+
400-098,1,1,1,1,1,+400-098+
400-131,1,1,1,1,1,+400-131+
400-137,1,1,1,1,2,+400-137+
400-139,1,1,1,1,1,+400-139+
400-140,1,1,1,1,1,+400-140+
400-234,1,1,1,1,1,+400-234+
400-352,1,1,1,1,1,+400-520-400-352+
400-353,1,1,1,1,1,+400-520-400-353+
400-565,1,1,1,1,1,+400-565+
400-678,1,1,1,1,1,+400-678+
400-698,1,1,1,1,1,+400-698+
400-852,1,1,1,1,1,+400-852+
401-698,1,1,1,1,1,+401-698+
401-920,1,1,1,1,1,+255-060-692-401-920+
405-017,1,1,1,2,2,+405-017+
405-019,1,1,1,1,1,+740-100-176-405-019+
405-321,1,1,1,1,1,+740-920-320-233-806-002-405-321+
405-501,1,1,1,1,1,+520-240-002-405-501+
405-631,1,1,1,1,1,+405-631+
405-720,1,1,1,1,1,+422-003-001-060-065-405-720+
407-003,1,1,1,1,1,+407-003+
407-140,1,1,1,1,1,+423-003-060-407-140+
407-371,1,1,1,1,1,+617-142-001-407-371+
408-004,1,1,1,1,1,+408-004+
409-015,1,1,1,1,1,+409-015+
410-017,1,1,1,1,1,+410-017+
411-005,1,1,1,1,1,+411-005+
413-031,1,1,1,1,1,+413-031+
413-530,1,1,1,1,1,+413-530+
413-575,1,1,1,1,1,+267-413-575+
415-056,1,1,1,1,1,+740-772-240-060-415-056+
415-717,1,1,1,1,1,+090-100-415-717+
415-820,1,1,1,1,1,+415-820+
420-032,1,1,1,1,1,+740-061-002-455-420-032+
421-003,1,1,1,1,1,+790-740-100-176-421-003+
430-003,1,1,1,1,1,+430-003+
435-690,1,1,1,1,1,+400-740-760-435-690+
440-012,1,1,1,1,1,+520-382-032-002-820-001-440-012+
440-455,1,1,1,1,1,+740-336-002-220-065-440-455+
440-556,1,1,1,1,1,+742-440-556+
440-617,1,1,1,1,1,+232-740-176-745-440-617+
440-717,1,1,1,1,1,+760-031-002-861-791-440-717+
442-279,1,1,1,1,1,+391-741-442-279+
450-575,1,1,1,1,1,+740-482-803-745-450-575+
455-503,1,1,1,1,1,+740-055-240-235-806-002-220-455-503+
455-511,1,1,1,1,1,+390-005-002-455-511+
455-520,1,1,1,1,1,+226-803-002-220-455-520+
455-741,1,1,1,1,1,+390-017-002-220-455-741+
455-806,1,1,1,1,1,+154-806-472-013-220-455-806+
455-861,1,1,1,1,1,+740-032-840-740-455-861+
460-015,1,1,1,1,1,+740-798-460-015+
460-031,1,1,1,1,1,+520-460-031+
460-032,1,1,1,1,1,+740-798-231-002-298-460-032+
460-353,1,1,1,1,1,+740-455-235-798-742-460-353+
460-513,1,1,1,1,1,+390-005-002-861-036-460-513+
461-840,1,1,1,1,1,+461-840+
463-140,1,1,1,1,1,+307-002-762-463-140+
463-353,1,1,1,1,1,+154-798-463-353+
463-354,1,1,1,1,1,+740-798-463-354+
463-503,1,1,1,2,2,+740-463-503+
463-575,1,1,1,1,1,+463-513/390-017-002-463-575+
467-031,1,1,1,1,1,+154-806-467-031+
475-005,1,1,1,1,1,+391-002-527-475-005+
480-625,1,1,1,1,1,+740-405-590-235-002-031-480-625+
482-175,1,1,1,1,1,+400-740-335-482-175+
482-838,1,1,1,1,1,+740-482-838+
484-900,1,1,1,1,1,+740-900-482-484-900+
495-834,1,1,1,1,1,+740-142-067/002-374-310-350-495-834+
500-209,1,1,1,1,1,+106-741-500-209+
500-561,1,1,1,1,1,+407-005-741-500-561+
500-706,1,1,1,1,1,+151-062-820-500-706+
501-031,1,1,1,1,1,+368-861-501-031+
504-717,1,1,1,1,1,+740-904-032-220-415-235-803-002-504-717+
504-803,1,1,1,1,1,+740-760-070-255-832-240-002-595-504-803+
515-126,1,1,1,1,1,+740-515-126+
515-388,1,1,1,1,1,+515-388+
515-503,1,1,1,1,1,+861-292-590-520-515-503+
515-921,1,1,1,1,1,+520-515-921+
516-775,1,1,1,1,1,+516-775+
520-013,1,1,1,1,1,+520-013+
520-031,1,1,1,3,3,+520-031+
520-073,1,1,1,1,1,+520-073+
520-897,1,1,1,1,1,+400-520-897+
521-702,1,1,1,1,1,+700-521-702+
525-554,1,1,1,1,1,+400-525-554+
526-388,1,1,1,1,1,+526-388+
527-140,1,1,1,1,1,+527-140+
527-195,1,1,1,1,1,+400-527-195+
527-456,1,1,1,1,1,+527-456+
527-556,1,1,1,1,1,+527-556+
530-786,1,1,1,1,1,+740-760-001-240-742-530-786+
530-820,1,1,1,1,1,+740-760-175-176-220-415-798-002-299-530-820+
530-904,1,1,1,1,1,+740-390-590-231-002-705-530-904+
534-556,1,1,1,1,1,+534-556+
540-590,1,1,1,1,1,+740-760-605-002-540-590+
540-920,1,1,1,1,1,+740-540-920+
542-250,1,1,1,1,1,+920-440-692-001-542-250+
550-090,1,1,1,1,1,+090-740-220-742-534-550-090+
550-390,1,1,1,1,1,+740-222-002-207-550-390+
550-467,1,1,1,1,1,+740-740-001-550-467+
550-615,1,1,1,1,1,+151-350-002-550-615+
550-692,1,1,1,1,1,+090-740-100-415-002-031-350-550-692+
550-820,1,1,1,1,1,+413-820-220-065-798-550-820+
550-821,1,1,1,1,1,+090-740-220-002-368-550-821+
552-003,1,1,1,1,1,+740-760-840-552-003+
554-104,1,1,1,1,1,+527-554-104+
560-534,1,1,1,1,1,+621/090-740-231-740-560-534+
561-586,1,1,1,1,1,+407-004-001-745-561-586+
565-806,1,1,1,1,1,+565-806+
572-683,1,1,1,1,1,+090-740-032-840-741-572-683+
572-684,1,1,1,1,1,+740-760-220-016-382-741-572-684+
575-031,1,1,1,1,1,+090-740-100-233-002-575-031+
575-692,1,1,1,1,1,+820-595-575-692+
575-717,1,1,1,1,1,+390-844-060-575-717+
576-545,1,1,1,1,1,+861-576-545+
585-233,1,1,1,1,1,+407-585-233+
590-017,1,1,1,1,1,+740-590-017+
590-111,1,1,1,1,1,+317-590-111+
590-252,1,1,1,1,1,+590-252+
590-455,1,1,1,1,1,+368-005-002-590-455+
590-790,1,1,1,1,1,+740-405-590-790+
590-831,1,1,1,1,1,+002-407-125-590-831+
590-906,1,1,1,1,1,+590-906+
595-641,1,1,1,1,1,+595-641+
595-906,1,1,1,1,1,+520-460-495-002-595-906+
600-143,1,1,1,1,1,+600-143+
611-820,1,1,1,1,1,+798-821-031-645-850-820-388-611-820+
611-840,1,1,1,1,1,+740-877-032-235-060-550-611-840+
615-262,1,1,1,1,1,+405-005-001-063-615-262+
615-352,1,1,1,1,1,+615-352+
615-380,1,1,1,1,1,+740-690-435-255-742-615-380+
615-417,1,1,1,1,1,+930/070-615-417+
615-920,1,1,1,1,1,+520-070-921-742-615-920+
617-016,1,1,1,1,1,+617-016+
617-070,1,1,1,1,1,+527-555-240-002-617-070+
617-117,1,1,1,1,1,+617-117+
617-145,1,1,1,1,1,+617-145+
617-741,1,1,1,1,1,+307-350-617-741+
617-829,1,1,1,1,1,+400-617-829+
621-046,1,1,1,1,1,+621-046+
621-226,1,1,1,1,1,+621-226+
625-900,1,1,1,1,1,+561-092-625-900+
626-061,1,1,1,1,1,+740-483-803-626-061+
626-484,1,1,1,1,1,+740-007-503-626-484+
628-817,1,1,1,1,1,+266-628-817+
629-279,1,1,1,1,1,+740-384-002-629-279+
630-705,1,1,1,1,1,+740-100-175-630-705+
630-706,1,1,1,1,1,+400-151-336-630-706+
632-920,1,1,1,1,1,+930-632-920+
633-032,1,1,1,1,1,+520-033-705-220-032/231-072-002-270-633-032+
645-104,1,1,1,1,1,+090-740-240-235-590-645-104+
646-604,1,1,1,1,1,+850-825-646-604+
647-892,1,1,1,1,1,+740-067-741-647-892+
690-004,1,1,1,1,1,+690-004+
690-322,1,1,1,1,1,+690-322+
690-323,1,1,1,1,2,+690-323+
690-544,1,1,1,1,1,+861-260-832-390-590-002-817-690-544+
690-564,1,1,1,1,1,+740-560-233-002-291-690-564+
690-681,1,1,1,1,1,+690-681+
690-687,1,1,1,1,1,+690-687+
692-451,1,1,1,1,1,+692-451+
692-490,1,1,1,1,1,+740-337-692-490+
692-687,1,1,1,1,1,+692-687+
692-892,1,1,1,1,1,+692-892+
697-031,1,1,1,1,1,+697-031+
697-510,1,1,1,1,1,+697-510+
697-590,1,1,1,1,1,+697-590+
697-722,1,1,1,1,1,+697-722+
700-014,1,1,1,1,1,+700-014+
700-036,1,1,1,1,2,+700-036+
700-090,1,1,1,1,1,+700-090+
700-125,1,1,1,1,2,+700-125+
700-126,1,1,1,1,1,+700-126+
700-601,1,1,1,1,1,+032-700-601+
700-605,1,1,1,1,1,+865-032/226-032-700-605+
700-692,1,1,1,1,1,+740-920-318-700-692+
700-745,1,1,1,1,1,+700-745+
702-503,1,1,1,1,1,+740-176-240-002-702-503+
703-060,1,1,1,1,1,+090-740-240-575-703-060+
703-617,1,1,1,1,1,+400-703-617+
704-140,1,1,1,1,1,+595-575-704-140+
704-176,1,1,1,1,1,+740-255-704-176+
705-125,1,1,1,1,1,+740-773-233-803-002-320-705-125+
705-127,1,1,1,1,1,+390-004-002-705-127+
705-167,1,1,1,1,1,+031-705-167+
705-176,1,1,1,1,1,+520-033-705-176+
705-319,1,1,1,1,1,+740-861-877-741-705-319+
705-380,1,1,1,1,1,+200-705-380+
705-621,1,1,1,1,1,+740-642-240-204-705-621+
705-632,1,1,1,1,1,+740-405-590-220-235-803-002-388-385-705-632+
705-904,1,1,1,1,1,+705-904+
706-005,1,1,1,1,1,+706-005+
706-032,1,1,1,1,1,+740-798-463-350-742-706-032+
706-167,1,1,1,1,1,+706-167+
706-500,1,1,1,1,1,+064-706-500+
706-575,1,1,1,1,1,+520-220-031-001-706-575+
706-590,1,1,1,1,1,+868-706-590+
706-595,1,1,1,1,1,+617-243-706-595+
706-635,1,1,1,1,1,+001-820-595-760-706-635+
706-928,1,1,1,1,1,+065-599/798-706-928+
717-706,1,1,1,1,1,+154-388-717-706+
717-745,1,1,1,1,1,+595-420-717-745+
717-747,1,1,1,1,1,+617-142-001-595-095-717-747+
717-790,1,1,1,1,1,+740-717-790+
717-820,1,1,1,1,1,+740-690-435-255-220-032-002-717-820+
717-853,1,1,1,1,1,+090-740-760-717-853+
718-815,1,1,1,1,1,+718-815+
727-317,1,1,1,1,1,+520-220-002-727-317+
740-005,1,1,1,1,1,+740-005+
740-049,1,1,1,2,2,+740-049+
740-058,1,1,1,1,1,+740-058+
740-072,1,1,1,1,1,+407-590-740-072+
740-121,1,1,1,1,1,+520-240-031-001-740-121+
740-141,1,1,1,1,1,+400-740-141+
740-178,1,1,1,1,1,+400-740-178+
740-180,1,1,1,1,1,+740-180+
740-191,1,1,1,1,1,+740-191+
740-263,1,1,1,1,1,+400-740-263+
740-266,1,1,1,1,1,+740-266+
740-325,1,1,1,1,1,+159-243-001-740-325+
740-327,1,1,1,1,1,+090-740-327+
740-382,1,1,1,1,1,+400-740-382+
740-386,1,1,1,1,1,+740-386+
740-424,1,1,1,1,1,+740-424+
740-514,1,1,1,1,1,+621-740-514+
740-681,1,1,1,1,1,+400-740-681+
740-706,1,1,1,1,1,+740-706+
740-731,1,1,1,1,1,+740-731+
740-742,1,1,1,1,1,+740-742+
740-832,1,1,1,1,1,+740-832+
740-843,1,1,1,1,1,+740-843+
740-850,1,1,1,1,1,+740-850+
740-870,1,1,1,1,1,+368-740-870+
740-910,1,1,1,2,1,+740-910+
740-914,1,1,1,1,1,+527-740-914+
740-918,1,1,1,1,1,+063-740-918+
740-924,1,1,1,1,1,+740-924+
740-926,1,1,1,1,1,+740-926+
741-072,1,1,1,1,1,+740-798-220-415-741-072+
741-140,1,1,1,1,1,+161-097-741-140+
741-176,1,1,1,1,1,+565-740-220-741-176+
741-208,1,1,1,1,1,+740-927-032-741-208+
741-262,1,1,1,1,1,+520-220-803-741-262+
741-263,1,1,1,1,1,+565-741-263+
741-347,1,1,1,1,1,+090-740-176-741-347+
741-360,1,1,1,1,1,+520-233-240-235-741-360+
741-412,1,1,1,1,1,+740-255-705-741-412+
741-440,1,1,1,1,1,+520-220-240-741-440+
741-456,1,1,1,1,1,+032-031/850-032-530-740-741-456+
741-527,1,1,1,1,1,+740-390-590-032-741-527+
741-575,1,1,1,1,1,+402-741-575+
741-630,1,1,1,1,1,+740-585-017-741-630+
741-634,1,1,1,1,1,+411-440-236-220-741-634+
741-700,1,1,1,1,1,+740-904-033-741-700+
741-759,1,1,1,1,1,+520-400-350-031-741-759+
741-821,1,1,1,1,1,+740-390-590-741-821+
741-849,1,1,1,1,1,+151-416-741-849+
741-850,1,1,1,1,1,+740-048-741-850+
741-851,1,1,1,1,2,+740-048-741-851+
741-859,1,1,1,1,1,+740-384-741-859+
741-892,1,1,1,1,1,+151-240-235-741-892+
741-906,1,1,1,1,1,+740-690-435-255-240-741-906+
741-910,1,1,1,1,1,+680-297-741-910+
742-041,1,1,1,1,1,+241-742-041+
742-146,1,1,1,1,1,+740-798-220-742-146+
742-175,1,1,1,1,1,+740-798-233-742-175+
742-380,1,1,1,1,1,+740-923-235-742-380+
742-617,1,1,1,1,1,+740-482-055-220-415-798-803-742-617+
742-700,1,1,1,1,1,+740-390-590-742-700+
743-140,1,1,1,1,1,+790-743-140+
745-055,1,1,1,1,1,+423-003-263-104-745-055+
745-905,1,1,1,1,1,+405-004-745-905+
746-140,1,1,1,1,1,+617-142-746-140+
749-479,1,1,1,1,1,+749-479+
750-090,1,1,1,1,1,+400-750-090+
752-455,1,1,1,1,1,+138-001-595-752-455+
760-315,1,1,1,1,1,+740-760-315+
760-445,1,1,1,1,1,+740-760-445+
760-742,1,1,1,1,1,+740-760-742+
760-744,1,1,1,1,1,+617-142-001-595-095-760-744+
760-797,1,1,1,1,1,+740-760-797+
772-235,1,1,1,1,1,+740-772-235+
775-516,1,1,1,1,1,+400-775-516+
776-625,1,1,1,1,1,+317-890-001-032-776-625+
783-004,1,1,1,1,1,+740-783-004+
785-004,1,1,1,1,1,+740-785-004+
786-255,1,1,1,1,1,+220-786-255+
786-850,1,1,1,1,1,+405-018-001-220-786-850+
790-440,1,1,1,1,1,+590-407-790-440+
790-495,1,1,1,1,1,+151-790-031-790-495+
790-791,1,1,1,1,1,+790-791+
790-900,1,1,1,1,1,+740-717-415-790-900+
791-713,1,1,1,1,1,+032-031/740-791-713+
792-102,1,1,1,1,1,+740-100-415-176-792-102+
794-324,1,1,1,1,1,+874-543-350/520-001-741-794-324+
797-688,1,1,1,1,1,+740-797-688+
798-055,1,1,1,1,1,+409-190-002-798-055+
798-243,1,1,1,1,1,+790/400-798-243+
798-255,1,1,1,1,1,+400-798-255+
798-700,1,1,1,1,1,+740-798-700+
798-820,1,1,1,1,1,+740-798-820+
798-892,1,1,1,1,1,+520-090-803-564-741-798-892+
803-031,1,1,1,1,1,+368-803-031+
803-235,1,1,1,1,1,+740-803-235+
803-415,1,1,1,1,1,+002-004-328-001-803-415+
803-595,1,1,1,1,1,+153-803-595+
803-740,1,1,1,1,1,+740-060-390-803-740+
803-853,1,1,1,1,1,+520-033-705-803-853+
805-480,1,1,1,1,1,+158-805-480+
806-465,1,1,1,1,1,+158-806-465+
806-473,1,1,1,1,1,+400-158-806-473+
806-475,1,1,1,1,1,+400-158-806-475+
806-805,1,1,1,1,1,+400-806-805+
810-033,1,1,1,1,1,+740-032-845-240-002-269-892-810-033+
812-031,1,1,1,1,1,+740-100-176-002-812-031+
812-095,1,1,1,1,1,+527-550-233-002-812-095+
813-541,1,1,1,1,1,+820-595-813-541+
814-084,1,1,1,1,1,+740-798-460-350-002-814-084+
814-560,1,1,1,1,1,+390-016-002-814-560+
817-130,1,1,1,1,1,+817-130+
817-175,1,1,1,1,1,+400-740-817-175+
817-276,1,1,1,1,1,+400-740-817-276+
817-495,1,1,1,1,1,+817-495+
817-556,1,1,1,1,1,+740-817-556+
817-808,1,1,1,1,1,+520-033-706-002-817-808+
820-060,1,1,1,1,1,+740-390-590-220-463-240-001-820-060+
820-551,1,1,1,1,1,+622-740-717/368-861-820-551+
820-571,1,1,1,1,1,+820-571+
820-590,1,1,1,1,1,+820-590+
820-700,1,1,1,1,1,+520-033-705-231-002-820-700+
820-706,1,1,1,1,1,+595-820-706+
820-877,1,1,1,1,1,+032-820-877+
824-700,1,1,1,1,1,+824-700+
824-852,1,1,1,1,1,+824-852+
831-091,1,1,1,1,1,+585-831-091+
831-518,1,1,1,1,1,+527-555-055-233-235-741-831-518+
832-003,1,1,1,1,1,+390-832-003+
832-136,1,1,1,1,1,+832-136+
833-528,1,1,1,1,1,+111-833-528+
836-741,1,1,1,1,1,+861-495-368-836-741+
838-240,1,1,1,1,1,+400-740-585-838-240+
838-470,1,1,1,1,1,+158-838-470+
840-016,1,1,1,1,1,+850-140-803-002-840-016+
840-091,1,1,1,1,1,+831-413-840-091+
840-346,1,1,1,1,1,+858/740-100-585-741-840-346+
840-679,1,1,1,1,1,+740-032-840-679+
840-705,1,1,1,1,1,+840-705+
840-790,1,1,1,1,1,+840/790+
840-803,1,1,1,1,1,+740-032-840-803+
840-820,1,1,1,1,1,+740-032-840-820+
845-630,1,1,1,1,1,+845-630+
849-435,1,1,1,1,1,+849-435+
850-002,1,1,1,1,1,+033-700-850-002+
850-491,1,1,1,1,1,+241-803-002-850-491+
850-493,1,1,1,1,1,+241-803-002-850-493+
853-016,1,1,1,1,1,+740-760-440-853-016+
854-032,1,1,1,1,1,+400-854-032+
861-003,1,1,1,1,2,+861-003+
861-096,1,1,1,1,1,+002-861-096+
861-140,1,1,1,1,1,+740-861-140+
861-362,1,1,1,1,1,+861-362+
861-392,1,1,1,1,1,+527-388-233-740-176-002-861-392+
861-416,1,1,1,1,1,+002-861-416+
861-503,1,1,1,1,1,+368-861-503+
861-575,1,1,1,1,1,+368-861-575+
861-626,1,1,1,1,1,+520-315-002-861-626+
861-683,1,1,1,1,1,+090-740-222-231-002-861-683+
861-698,1,1,1,1,1,+002-861-698+
861-803,1,1,1,1,1,+740-482-033-705-002-861-803+
861-832,1,1,1,1,1,+520-072-233-740-798-002-861-832+
861-901,1,1,1,1,1,+740-923-070-032-033-706-231-242-002-861-901+
861-903,1,1,1,1,1,+368-861-903+
862-032,1,1,1,1,1,+220-500-520-002-862-032+
865-031,1,1,1,1,1,+400-892-865-031+
869-575,1,1,1,1,1,+869-575+
877-225,1,1,1,1,1,+877-225+
879-233,1,1,1,1,1,+740-879-233+
879-261,1,1,1,1,1,+879-261+
