"cisi","lipi_id","site","type","symbol","material","lipi_complete","direction","text","token_count","control_class","control_position_index0","prev_token","focus_token","next_token","y_after_002","availability_tier","local_image_hit_count","source_panel_graph_count","mayig_overlap_count","same_site_as_source_visible","same_type_as_source_visible","same_symbol_as_source_visible","target_length_bucket_match","match_score","local_image_paths_first5","source_panel_graph_labels","mayig_paths"
"H-212","1243.2","Harappa","TAB:B","None","Faience","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2129","674.1","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-213","1244.2","Harappa","TAB:B","None","-","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2139","596.1","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-214","1245.2","Harappa","TAB:B","None","Faience","Y","L/R","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2146","841.2","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2149","848.2","Harappa","TAB:I","None","Steatite","Y","R/L","+590-032-645-003+","4","negative_032_next_not_002","1","590","032","645","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-217","1248.2","Harappa","TAB:B","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2173","801.1","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2183","749.1","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2184","490.1","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2184","490.2","Harappa","TAB:I","None","Steatite","Y","R/L","+400-740-032-015+","4","negative_032_next_not_002","2","740","032","015","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2185","834.1","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2186","519.1","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2187","694.1","Harappa","TAB:I","None","Steatite","Y","R/L","+740-032-840+","3","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2193","632.1","Harappa","TAB:I","None","Steatite","Y","R/L","+590-032-220+","3","negative_032_next_not_002","1","590","032","220","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2198","643.1","Harappa","TAB:I","None","Steatite","Y","R/L","+740-255-032+","3","negative_032_next_not_002","2","255","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2198","643.2","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2213","407.2","Harappa","TAB:I","None","Steatite","Y","R/L","+824-032-578-415+","4","negative_032_next_not_002","1","824","032","578","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2214","672.3","Harappa","TAB:I","None","Steatite","Y","L/R","+876-032-578-415+","4","negative_032_next_not_002","1","876","032","578","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2217","679.1","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2217","679.2","Harappa","TAB:I","None","Steatite","Y","R/L","+400-854-032+","3","negative_032_next_not_002","2","854","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2282","3934.1","Harappa","POT:T:g","None","Clay","Y","R/L","+034-032-032+","3","negative_032_next_not_002","1","034","032","032","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2282","3934.1","Harappa","POT:T:g","None","Clay","Y","R/L","+034-032-032+","3","negative_032_next_not_002","2","032","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-231","1258.1","Harappa","TAB:B","None","Faience","Y","R/L","+520-220-240-002-820+","5","negative_002_y_prev_not_032","3","240","002","820","820","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"H-232","1259.2","Harappa","TAB:B","None","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-236","1262.2","Harappa","TAB:B","None","Faience","Y","R/L","+740-032-840-679+","4","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-247","1272.2","Harappa","TAB:B","None","Faience","Y","R/L","+116-032+","2","negative_032_next_not_002","1","116","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-2585","5389.1","Harappa","TAB:I","None","-","Y","R/L","+400-740-032+","3","negative_032_next_not_002","2","740","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-260","1285.1","Harappa","TAB:B","Bull1","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"H-265","1290.1","Harappa","TAB:B","Bull1","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"H-277","1299.1","Harappa","TAB:B","Bull1","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"H-303","1325.1","Harappa","TAB:I","None","Steatite","Y","R/L","+400-740-032-027+","4","negative_032_next_not_002","2","740","032","027","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-304","1326.2","Harappa","TAB:I","None","Steatite","Y","R/L","+740-032-059+","3","negative_032_next_not_002","1","740","032","059","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-306","1328.1","Harappa","TAB:I","None","-","Y","L/R","+740-032-840+","3","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-315","1337.2","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-321","1343.2","Harappa","TAB:I","None","Steatite","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-322","1344.1","Harappa","TAB:I","None","-","Y","R/L","+400-740-032-028+","4","negative_032_next_not_002","2","740","032","028","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-322","1344.2","Harappa","TAB:I","None","-","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-327","1349.2","Harappa","TAB:I","None","-","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-340","1361.2","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-341","1362.2","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-351","1370.1","Harappa","TAB:I","X","Steatite","Y","R/L","+400-740-032-060-013+","5","negative_032_next_not_002","2","740","032","060","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"H-600","1543.1","Harappa","SEAL:S","Bull1:I","Steatite","Y","R/L","+002-368-260+","3","negative_002_y_prev_not_032","0","","002","368","368","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"H-688","1594.1","Harappa","SEAL","None","-","Y","R/L","+520-233-002-861-831-165+","6","negative_002_y_prev_not_032","2","233","002","861","861","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"H-717","1620.2","Harappa","TAB:B","None","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-766","1658.2","Harappa","TAB:B","None","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-768","1660.2","Harappa","TAB:B","None","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-773","1665.1","Harappa","TAB:B","None","Faience","Y","R/L","+740-798-803-002-390-530-741+","7","negative_002_y_prev_not_032","3","803","002","390","390","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"H-777","1668.1","Harappa","TAB:B","None","-","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-778","1669.1","Harappa","TAB:B","None","-","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-779","1670.1","Harappa","TAB:B","None","-","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-794","1685.2","Harappa","TAB:B","None","-","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-796","1687.2","Harappa","TAB:B","None","-","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-799","1690.1","Harappa","TAB:B","None","Faience","Y","R/L","+032-820-100-415+","4","negative_032_next_not_002","0","","032","820","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-802","1693.2","Harappa","TAB:B","None","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-806","1695.1","Harappa","TAB:B","None","Clay","Y","R/L","+740-482-240-002-861+","5","negative_002_y_prev_not_032","3","240","002","861","861","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"H-807","1696.1","Harappa","TAB:B","None","-","Y","R/L","+740-482-240-002-861+","5","negative_002_y_prev_not_032","3","240","002","861","861","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"H-808","1697.1","Harappa","TAB:B","None","-","Y","R/L","+740-482-240-002-861+","5","negative_002_y_prev_not_032","3","240","002","861","861","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"H-811","1700.1","Harappa","TAB:B","None","Faience","Y","R/L","+317-740-335-740-176-002-920-491+","8","negative_002_y_prev_not_032","5","176","002","920","920","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"H-813","1702.2","Harappa","TAB:B","None","Faience","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-814","1703.2","Harappa","TAB:B","None","Faience","Y","L/R","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-817","1706.2","Harappa","TAB:B","None","Faience","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-825","1715.2","Harappa","TAB:B","None","-","Y","R/L","+740-032-840+","3","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-829","1717.2","Harappa","TAB:B","None","-","Y","L/R","+700-032-390+","3","negative_032_next_not_002","1","700","032","390","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-833","1719.2","Harappa","TAB:B","None","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-837","1723.2","Harappa","TAB:B","None","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-838","1724.1","Harappa","TAB:B","None","Faience","Y","R/L","+740-615-495-002-817+","5","negative_002_y_prev_not_032","3","495","002","817","817","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"H-839","1725.1","Harappa","TAB:B","None","Faience","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-85","1141.1","Harappa","SEAL:S","Zebu","Steatite","Y","R/L","+520-219-002-817+","4","negative_002_y_prev_not_032","2","219","002","817","817","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"H-877","1760.2","Harappa","TAB:B","None","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-904","1786.1","Harappa","TAB:I","None","Steatite","Y","R/L","+740-032-840-002+","4","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-916","1796.1","Harappa","TAB:I","None","Steatite","Y","R/L","+400-740-032-059+","4","negative_032_next_not_002","2","740","032","059","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-917","1797.2","Harappa","TAB:I","None","Steatite","Y","R/L","+400-740-032-027+","4","negative_032_next_not_002","2","740","032","027","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-926","1806.2","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-944","1824.2","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-962","1839.2","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-963","1840.2","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-965","1842.2","Harappa","TAB:I","None","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-966","1843.2","Harappa","TAB:I","None","-","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-967","1844.1","Harappa","TAB:I","None","Steatite","Y","R/L","+400-740-032-028+","4","negative_032_next_not_002","2","740","032","028","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-968","1845.1","Harappa","TAB:I","None","-","Y","L/R","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-969","1846.1","Harappa","TAB:B","None","-","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"H-988","1864.2","Harappa","TAB:I","Bult","Steatite","Y","R/L","+400-740-636-240-031-032-171+","7","negative_032_next_not_002","5","031","032","171","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"Jk-2","1875.1","Jhukar","SEAL:S","Bull1:J","-","Y","R/L","+740-803-233-002-817+","5","negative_002_y_prev_not_032","3","233","002","817","817","metadata_only","0","0","0","no","yes","yes","yes","6","","",""
"K-1","1877.1","Kalibangan","SEAL:S","Bull1:W","Steatite","Y","R/L","+031-504-632-032+","4","negative_032_next_not_002","3","632","032","","","metadata_only","0","0","0","no","yes","yes","no","6","","",""
"K-10","1885.1","Kalibangan","SEAL:S","Bull1:I","Steatite","Y","R/L","+740-690-435-255-002-368-861-590-032-368+","10","negative_032_next_not_002","8","590","032","368","","metadata_only","0","0","0","no","yes","no","yes","6","","",""
