"iteration","has_all_three_categories","has_at_least_four_y_values","has_at_least_three_sites","has_target_and_non240_817","has_outside_861_multisite","categories","y_values","sites"
"4018","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"4019","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"4020","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4021","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4022","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"4023","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4024","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"4025","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4026","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4027","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Kalibangan;Mohenjo-daro"
"4028","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Kalibangan;Mohenjo-daro"
"4029","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4030","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"4031","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"4032","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"4033","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"4034","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4035","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4036","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4037","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4038","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4039","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4040","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4041","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4042","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4043","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"4044","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"4045","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4046","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4047","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4048","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"4049","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"4050","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"4051","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Mohenjo-daro"
"4052","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4053","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4054","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"4055","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4056","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4057","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"4058","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4059","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"4060","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Mohenjo-daro"
"4061","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"4062","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"4063","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4064","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4065","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4066","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4067","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4068","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4069","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4070","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4071","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"4072","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4073","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4074","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"4075","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"4076","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4077","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"4078","true","false","true","false","true","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4079","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"4080","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4081","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4082","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4083","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4084","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4085","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Mohenjo-daro"
"4086","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4087","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Harappa;Mohenjo-daro"
"4088","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4089","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4090","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4091","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"4092","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4093","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"4094","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"4095","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"4096","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4097","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4098","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Kalibangan;Mohenjo-daro"
"4099","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4100","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4101","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Mohenjo-daro"
"4102","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Mohenjo-daro"
"4103","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"4104","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4105","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4106","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4107","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;861","Chanhu-daro;Mohenjo-daro"
"4108","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"4109","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4110","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4111","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Mohenjo-daro"
"4112","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4113","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4114","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4115","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4116","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4117","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"4118","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"4119","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"4120","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Mohenjo-daro"
"4121","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"4122","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4123","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"4124","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"4125","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
